,id,icon,site,country,missed,total,missed_count,missed_percent
828,ExpressEntertainment.pk,http://icon-tmdb.me/stalker_portal/logos/EXPRESS-ENT.jpeg,,pk,False,1.0,0.0,0.0
829,nickelodeon.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/6276.png?79227,,no,False,1.0,0.0,0.0
830,vsportlive4.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/13006.png?96250,,no,False,1.0,0.0,0.0
831,viasatseries.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/11247.png?99649,,no,False,1.0,0.0,0.0
832,nickjr.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/746.png?68915,,no,False,1.0,0.0,0.0
833,nicktoons.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/744.png?21583,,no,False,1.0,0.0,0.0
834,mtv.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/656.png?22546,,no,False,1.0,0.0,0.0
835,SkySport5.nz,http://icon-tmdb.me/stalker_portal/misc/logos/320/6435.png?31605,,nz,False,1.0,0.0,0.0
836,SkySport7.nz,http://icon-tmdb.me/stalker_portal/misc/logos/320/6433.png?54332,,nz,False,1.0,0.0,0.0
837,tv3.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/673.png?18596,,no,False,1.0,0.0,0.0
838,discovery.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/7937.jpg?13019,,no,False,1.0,0.0,0.0
839,disneychannel.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/634.jpg?56873,,no,False,1.0,0.0,0.0
840,eurosport1.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/12985.png?30302,,no,False,1.0,0.0,0.0
841,viasatfilmaction.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/7796.png?37525,,no,False,1.0,0.0,0.0
842,cmorehits.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/9835.png?3263,,no,False,1.0,0.0,0.0
843,bbcnordic.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/728.png?81579,,no,False,1.0,0.0,0.0
844,natgeowild.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/9707.jpg?64879,,no,False,1.0,0.0,0.0
845,viasathistory.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/1439.jpg?57168,,no,False,1.0,0.0,0.0
846,heim.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/6546.png?31346,,no,False,1.0,0.0,0.0
847,SkySport4.nz,http://icon-tmdb.me/stalker_portal/misc/logos/320/6436.png?35051,,nz,False,1.0,0.0,0.0
848,cmorestars.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/10836.png?43159,,no,False,1.0,0.0,0.0
849,cartoonnetwork.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/6162.png?77898,,no,False,1.0,0.0,0.0
850,vsportpremierleague2.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/7733.jpg?74440,,no,False,1.0,0.0,0.0
851,viasatfilmpremiere.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/6535.png?76661,,no,False,1.0,0.0,0.0
852,viasatgolf.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/7641.jpg?47291,,no,False,1.0,0.0,0.0
853,vsportultra.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/12976.jpg?19897,,no,False,1.0,0.0,0.0
854,nrksupernrk3.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/10662.png?11501,,no,False,1.0,0.0,0.0
855,vsportpremierleague3.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/7733.jpg?74440,,no,False,1.0,0.0,0.0
856,viasatfilmfamily.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/6263.jpg?99027,,no,False,1.0,0.0,0.0
857,DunyaNews.pk,http://icon-tmdb.me/stalker_portal/logos/dunyanews.png,,pk,False,1.0,0.0,0.0
858,tv3plus.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/10555.jpg?50749,,no,False,1.0,0.0,0.0
859,KWQC.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
860,KWTX.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13622.png?ver=58093,,us,False,1.0,0.0,0.0
861,vsportlive2.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/13006.png?96250,,no,False,1.0,0.0,0.0
862,ARYFamily.pk,http://icon-tmdb.me/stalker_portal/logos/aryfamily.png,,pk,False,1.0,0.0,0.0
863,GeoNews.pk,http://icon-tmdb.me/stalker_portal/logos/geonews.png,,pk,False,1.0,0.0,0.0
864,HumSitaray.pk,http://icon-tmdb.me/stalker_portal/logos/HUM-SITARAY.jpeg,,pk,False,1.0,0.0,0.0
865,SkySport9.nz,http://icon-tmdb.me/stalker_portal/misc/logos/320/6421.jpg?49571,,nz,False,1.0,0.0,0.0
866,HumMasala.pk,http://icon-tmdb.me/stalker_portal/logos/hummasala.png,,pk,False,1.0,0.0,0.0
867,nrk1.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/10654.png?13002,,no,False,1.0,0.0,0.0
868,MTVPolska.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/656.png?54620,,pl,False,1.0,0.0,0.0
869,DiscoPoloMusic.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/2368.jpg?41547,,pl,False,1.0,0.0,0.0
870,KXAN.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
871,AXNBlack.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/1971.jpg?72142,,pl,False,1.0,0.0,0.0
872,FoxWeather.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
873,FoxSports2.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/609.png?46964,,us,False,1.0,0.0,0.0
874,HumTVEurope.pk,http://icon-tmdb.me/stalker_portal/logos/humeurope.png,,pk,False,1.0,0.0,0.0
875,SkySport1.nz,http://icon-tmdb.me/stalker_portal/misc/logos/320/6442.jpg?44656,,nz,False,1.0,0.0,0.0
876,SkySport6.nz,http://icon-tmdb.me/stalker_portal/misc/logos/320/6434.jpg?49942,,nz,False,1.0,0.0,0.0
877,SkySport2.nz,http://icon-tmdb.me/stalker_portal/misc/logos/320/11976.png?24388,,nz,False,1.0,0.0,0.0
878,PeruMagico.pe,http://logo.protv.cc/picons/logos/pr.Peru_Magico.png,,pe,False,1.0,0.0,0.0
879,CinemaOne.ph,http://icon-tmdb.me/stalker_portal/logos/CINEMA-1.jpg,,ph,False,1.0,0.0,0.0
880,GMAPinoy.ph,http://icon-tmdb.me/stalker_portal/logos/gma_pinoytv.png,,ph,False,1.0,0.0,0.0
881,KWGN.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13624.png?40699,,us,False,1.0,0.0,0.0
882,FuboSportsNetwork.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/7646.png?59755,,us,False,1.0,0.0,0.0
883,NoorTV.pk,http://icon-tmdb.me/stalker_portal/logos/noortv.png,,pk,False,1.0,0.0,0.0
884,GeoTez.pk,http://icon-tmdb.me/stalker_portal/logos/GEO-TEZ.jpg,,pk,False,1.0,0.0,0.0
885,ExpressNews.pk,http://icon-tmdb.me/stalker_portal/logos/EXPRESS-NEWS.png,,pk,False,1.0,0.0,0.0
886,vsportlive3.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/13006.png?96250,,no,False,1.0,0.0,0.0
887,SamaaTV.pk,http://icon-tmdb.me/stalker_portal/logos/in.samaa.png,,pk,False,1.0,0.0,0.0
888,Freeform.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/8236.jpg?51099,,us,False,1.0,0.0,0.0
889,PTVGlobal.pk,http://icon-tmdb.me/stalker_portal/logos/ptvglobal.png,,pk,False,1.0,0.0,0.0
890,92News.pk,http://icon-tmdb.me/stalker_portal/logos/92news.png,,pk,False,1.0,0.0,0.0
891,tv2direkte.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/13735.png?ver=81838,,no,False,1.0,0.0,0.0
892,AryDigital.pk,http://icon-tmdb.me/stalker_portal/logos/arydigital.png,,pk,False,1.0,0.0,0.0
893,nationalgeographic.no,http://icon-tmdb.me/stalker_portal/misc/logos/320/3183.jpg?43228,,no,False,1.0,0.0,0.0
894,Sic.pt,https://icon-tmdb.me/stalker_portal/misc/logos/320/11176.jpg?83825,,pt,False,1.0,0.0,0.0
895,Grit.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/3934.jpg?52653,,us,False,1.0,0.0,0.0
896,KTRK.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13621.png?ver=501,,us,False,1.0,0.0,0.0
897,Nickelodeon.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/743.png?5170,,pt,False,1.0,0.0,0.0
898,CancaoNova.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11267.jpg?67113,,pt,False,1.0,0.0,0.0
899,Panda.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11204.jpg?5733,,pt,False,1.0,0.0,0.0
900,CartoonNetwork.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/633.png?16463,,pt,False,1.0,0.0,0.0
901,GolfChannel.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/6282.png?12956,,us,False,1.0,0.0,0.0
902,KTVF.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?97881,,us,False,1.0,0.0,0.0
903,TpaInternational.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11193.png?73485,,pt,False,1.0,0.0,0.0
904,CMTV.pt,,,pt,False,1.0,0.0,0.0
905,Cinemundo.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11249.jpg?98755,,pt,False,1.0,0.0,0.0
906,Cinemax.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/3327.jpg?98466,,pl,False,1.0,0.0,0.0
907,Cmtv.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11185.jpg?40305,,pt,False,1.0,0.0,0.0
908,NickJr.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/746.png?50281,,pt,False,1.0,0.0,0.0
909,Rtp1.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11164.png?ver=7665,,pt,False,1.0,0.0,0.0
910,Rtp2.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11166.jpg?5475,,pt,False,1.0,0.0,0.0
911,Rtp3.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11175.png?33782,,pt,False,1.0,0.0,0.0
912,RtpMadeira.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11190.jpg?24919,,pt,False,1.0,0.0,0.0
913,RtpMemoria.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11190.jpg?24919,,pt,False,1.0,0.0,0.0
914,MTV.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/656.png?91481,,pt,False,1.0,0.0,0.0
915,Tvi.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11173.jpg?92373,,pt,False,1.0,0.0,0.0
916,LocalvisaoTV.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/8093.png?13151,,pt,False,1.0,0.0,0.0
917,MCMPop.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11274.jpg?81198,,pt,False,1.0,0.0,0.0
918,TraceUrban.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/4757.jpg?55045,,pt,False,1.0,0.0,0.0
919,SicCaras.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11171.jpg?82918,,pt,False,1.0,0.0,0.0
920,CanalQ.pt,https://icon-tmdb.me/stalker_portal/misc/logos/320/11182.png?94775,,pt,False,1.0,0.0,0.0
921,Globo.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/13927.png?47451,,pt,False,1.0,0.0,0.0
922,SportTV6.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11215.jpg?71663,,pt,False,1.0,0.0,0.0
923,SportTV5.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11215.jpg?71663,,pt,False,1.0,0.0,0.0
924,SportTV4.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11209.jpg?68965,,pt,False,1.0,0.0,0.0
925,SportTV3.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/4017.jpg?22460,,pt,False,1.0,0.0,0.0
926,SportTV2.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/4010.jpg?91940,,pt,False,1.0,0.0,0.0
927,SportTV1.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/4000.jpg?55380,,pt,False,1.0,0.0,0.0
928,TLC.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/734.png?78864,,pt,False,1.0,0.0,0.0
929,ElevenSports1.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11211.png?35153,,pt,False,1.0,0.0,0.0
930,FuelTV.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11165.png?85721,,pt,False,1.0,0.0,0.0
931,AXNWhite.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11243.jpg?48010,,pt,False,1.0,0.0,0.0
932,ABOLATV.pt,https://static-cdn.tv.sfr.net/data/logos/tv_services/A_BOLA_TV_color.png,,pt,False,1.0,0.0,0.0
933,KFSM.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13622.png?ver=58093,,us,False,1.0,0.0,0.0
934,HBO.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/2279.jpg?55933,,us,False,1.0,0.0,0.0
935,HBOComedy.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/8226.jpg?82955,,us,False,1.0,0.0,0.0
936,SportingTV.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11222.jpg?66082,,pt,False,1.0,0.0,0.0
937,ElevenSports3.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/9996.jpg?83995,,pt,False,1.0,0.0,0.0
938,FoodNetwork.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/6168.png?47276,,pt,False,1.0,0.0,0.0
939,Syfy.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/6611.png?42694,,pt,False,1.0,0.0,0.0
940,EEntertainment.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/6000.jpg?19438,,pt,False,1.0,0.0,0.0
941,KFXK.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
942,KTIV.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
943,Eurosport1.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/1934.png?83052,,pt,False,1.0,0.0,0.0
944,HBO2.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/4009.jpg?12996,,us,False,1.0,0.0,0.0
945,24Kitchen.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/647.jpg?86326,,pt,False,1.0,0.0,0.0
946,KuriakosTv.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11231.jpg?8355,,pt,False,1.0,0.0,0.0
947,RtpAcores.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11180.jpg?34388,,pt,False,1.0,0.0,0.0
948,ElevenSports2.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/9987.jpg?24346,,pt,False,1.0,0.0,0.0
949,JeemTV.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/6153.jpg?87379,,qa,False,1.0,0.0,0.0
950,beINSports1.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
951,WDAF.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
952,WJW.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
953,WLBT.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
954,Fatafeat.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/6160.png?55746,,qa,False,1.0,0.0,0.0
955,beINSports6.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
956,WLBZ.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
957,beINSports5.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
958,WLEX.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
959,beINSports1En.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
960,beINSports.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
961,TviReality.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11197.jpg?65608,,pt,False,1.0,0.0,0.0
962,beINSports7.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
963,WLNS.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13622.png?ver=58093,,us,False,1.0,0.0,0.0
964,beINSports8.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
965,Baraem.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/538.jpg?97007,,qa,False,1.0,0.0,0.0
966,WLS.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13621.png?ver=501,,us,False,1.0,0.0,0.0
967,WLUC.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
968,NatGeo.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/60.jpg?85730,,qa,False,1.0,0.0,0.0
969,WLUK.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
970,beINSports9.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
971,beINSeries2.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12236.jpg?ver=10771,,qa,False,1.0,0.0,0.0
972,CartoonNetworkAr.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/233.png,,qa,False,1.0,0.0,0.0
973,WLVI.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13624.png?ver=55205,,us,False,1.0,0.0,0.0
974,beINSportsXtra2.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
975,WLKY.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13622.png?ver=58093,,us,False,1.0,0.0,0.0
976,KTVI.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
977,NosStudios.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11163.png?71628,,pt,False,1.0,0.0,0.0
978,GolTVEnglish.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/3312.png?10185,,us,False,1.0,0.0,0.0
979,BenficaTV1.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/6512.jpg?17142,,pt,False,1.0,0.0,0.0
980,WeTV.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/8090.png?96298,,us,False,1.0,0.0,0.0
981,BabyTV.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/631.jpg?11360,,pt,False,1.0,0.0,0.0
982,Odisseia.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11280.jpg?99560,,pt,False,1.0,0.0,0.0
983,RTPInternacional.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11162.png?61977,,pt,False,1.0,0.0,0.0
984,SicMulher.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11170.jpg?58146,,pt,False,1.0,0.0,0.0
985,SicRadical.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11172.jpg?30046,,pt,False,1.0,0.0,0.0
986,CacaEPesca.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/2303.jpg?58998,,pt,False,1.0,0.0,0.0
987,Porto.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11181.jpg?32171,,pt,False,1.0,0.0,0.0
988,SicNoticias.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11169.png?54155,,pt,False,1.0,0.0,0.0
989,beINSportsXtra1.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
990,NatGeo.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/59.jpg?85413,,pt,False,1.0,0.0,0.0
991,NatGeoWild.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/735.jpg?7052,,qa,False,1.0,0.0,0.0
992,KMAX.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/3273.jpg?52897,,us,False,1.0,0.0,0.0
993,WDRB.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
994,WMBF.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
995,beINSports4.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
996,HGTV.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/6158.png?92058,,qa,False,1.0,0.0,0.0
997,BBCEarth.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/3982.png?77632,,qa,False,1.0,0.0,0.0
998,TravelChannel.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/6143.jpg?ver=68709,,qa,False,1.0,0.0,0.0
999,beINSportsNBA.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12782.png?95032,,qa,False,1.0,0.0,0.0
1000,WJHG.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
1001,beINSportsNews.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/561.png?20206,,qa,False,1.0,0.0,0.0
1002,beINSeries1.qa,http://icon-tmdb.me/stalker_portal/misc/logos/320/12236.jpg?43000,,qa,False,1.0,0.0,0.0
1003,Canal11.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/10023.jpg?53334,,pt,False,1.0,0.0,0.0
1004,KUSA.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
1005,PolsatNews.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9891.jpg?49115,,pl,False,1.0,0.0,0.0
1006,PolsatNews2.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9891.jpg?58784,,pl,False,1.0,0.0,0.0
1007,PolsatPlay.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9890.jpg?53405,,pl,False,1.0,0.0,0.0
1008,PolsatRodzina.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9876.jpg?3960,,pl,False,1.0,0.0,0.0
1009,PolsatSeriale.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9866.jpg?75875,,pl,False,1.0,0.0,0.0
1010,PolsatSport.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9883.jpg?56801,,pl,False,1.0,0.0,0.0
1011,PolsatSportExtra.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9887.jpg?7714,,pl,False,1.0,0.0,0.0
1012,FoodNetwork.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/6168.png?8879,,pl,False,1.0,0.0,0.0
1013,PolsatSportFight.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9894.jpg?49081,,pl,False,1.0,0.0,0.0
1014,PolsatSportPremium1.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9868.jpg?83767,,pl,False,1.0,0.0,0.0
1015,PolsatSportPremium2.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9868.jpg?83767,,pl,False,1.0,0.0,0.0
1016,GloboNow.pt,http://icon-tmdb.me/stalker_portal/misc/logos/320/11187.jpg?98368,,pt,False,1.0,0.0,0.0
1017,HBOLatino.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/1916.jpg?29487,,us,False,1.0,0.0,0.0
1018,KSNF.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
1019,KCBA.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
1020,PoloTV.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9910.jpg?7153,,pl,False,1.0,0.0,0.0
1021,Planete.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9916.png?47107,,pl,False,1.0,0.0,0.0
1022,PowerTV.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9874.jpg?83797,,pl,False,1.0,0.0,0.0
1023,Hallmark.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/8225.jpg?50284,,us,False,1.0,0.0,0.0
1024,KSNV.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
1025,KSTU.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/750.jpg?ver=56209,,us,False,1.0,0.0,0.0
1026,PolsatSportNews.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9881.jpg?82552,,pl,False,1.0,0.0,0.0
1027,KSTW.us,http://logo.protv.cc/picons/logos/cw11.png,,us,False,1.0,0.0,0.0
1028,HLN.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/7862.jpg?27877,,us,False,1.0,0.0,0.0
1029,DiscoveryScience.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/620.jpg?60405,,pl,False,1.0,0.0,0.0
1030,GetTV.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/7701.png?2212,,us,False,1.0,0.0,0.0
1031,FilmBoxArtHouse.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9968.jpg?51226,,pl,False,1.0,0.0,0.0
1032,FilmBoxAction.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/3943.jpg?44421,,pl,False,1.0,0.0,0.0
1033,VH1.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/767.png?7909,,us,False,1.0,0.0,0.0
1034,ParamountChannel.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/11961.jpg?38048,,pl,False,1.0,0.0,0.0
1035,FightKlub.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9982.jpg?32088,,pl,False,1.0,0.0,0.0
1036,FightBox.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9973.jpg?58392,,pl,False,1.0,0.0,0.0
1037,KHQ.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/13623.png?ver=41451,,us,False,1.0,0.0,0.0
1038,TVRepublika.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9836.jpg?15730,,pl,False,1.0,0.0,0.0
1039,NowaTV.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9914.png?90480,,pl,False,1.0,0.0,0.0
1040,TLC.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/1421.png?82788,,pl,False,1.0,0.0,0.0
1041,StarsTV.pl,http://icon-tmdb.me/stalker_portal/misc/logos/320/9869.jpg?28394,,pl,False,1.0,0.0,0.0
1042,Laff.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/8332.png?53229,,us,False,1.0,0.0,0.0
1043,FoxNews.us,http://icon-tmdb.me/stalker_portal/misc/logos/320/3263.png?68159,,us,False,1.0,0.0,0.0
